record_id,title,service,ticket_type,indicator
SYN-00351,"Please remove the waste bin at level two, as soon as possible.",Cleaning,Service Request,IND-05
SYN-00352,"please provide support to provide the power unit at storage area, when available.",Logistics,Support Request,IND-10
SYN-00353,request to check lighting - level two - as soon as possible.,Security,Service Request,IND-06
SYN-00354,Complaint: recurring issue with water leak at main office.,Facilities,Complaint,IND-09
SYN-00355,Help needed to prepare beverage station in main office this afternoon.,Food Services,Support Request,IND-10
SYN-00356,"Please review the food tray at level two, this afternoon.",Food Services,Service Request,IND-04
SYN-00357,"Please transfer the supply order at north wing, this afternoon",Logistics,Service Request,IND-03
SYN-00358,Request to locate lost item - storage area - this afternoon.,Security,Service Request,IND-06
SYN-00359,"Update laptop at storage area, before noon.",IT Support,Service Request,IND-02
SYN-00360,Service needed: inspect waste bin in north wing as soon as possible.,Security,Service Request,IND-06
SYN-00361,"Please review the meal order at level two, this afternoon.",Food Services,Service Request,IND-04
SYN-00362,"the feedback issue at north wing happened again, pls review",Customer Support,Complaint,IND-09
SYN-00363,Service needed: replace projector in storage area before noon.,IT Support,Service Request,IND-02
SYN-00364,"The network issue at reception happened again, pls review.",IT Support,Complaint,IND-09
SYN-00365,"Please provide support to confirm the beverage station at reception, as soon as possible",Food Services,Support Request,IND-10
SYN-00366,Service needed: inspect tool kit in north wing when available.,Equipment,Service Request,IND-07
SYN-00367,"Please deliver the document box at storage area, this afternoon.",Logistics,Service Request,IND-03
SYN-00368,"Please clean the spill at level two, today.",Equipment,Service Request,IND-07
SYN-00369,help needed to check air conditioner in north wing before noon.,Facilities,Support Request,IND-10
SYN-00370,Complaint: recurring issue with network at level two,IT Support,Complaint,IND-09
SYN-00371,Complaint: recurring issue with waste bin at main office.,Cleaning,Complaint,IND-09
SYN-00372,service needed: replace menu in storage area before noon.,Food Services,Service Request,IND-04
SYN-00373,Service needed: replace menu in main office as soon as possible.,Food Services,Service Request,IND-04
SYN-00374,Request to inspect office chair - main office - as soon as possible,Equipment,Service Request,IND-07
SYN-00375,"please check the elevator at reception, when available.",Facilities,Service Request,IND-01
SYN-00376,"Please provide support to repair the water leak at main office, as soon as possible.",Facilities,Support Request,IND-10
SYN-00377,Request to update laptop - level two - today,IT Support,Service Request,IND-02
SYN-00378,"Repair elevator at storage area, today.",Facilities,Service Request,IND-01
SYN-00379,Request to review visitor entrance - reception - when available,Security,Service Request,IND-06
SYN-00380,"The delivery cart issue at reception happened again, please review.",Logistics,Complaint,IND-09
SYN-00381,Request to reset network - north wing - today.,IT Support,Service Request,IND-02
SYN-00382,"Please configure the application at main office, before noon.",IT Support,Service Request,IND-02
SYN-00383,"Please replace the meal order at storage area, when available.",Food Services,Service Request,IND-04
SYN-00384,"Please provide support to review the meal order at storage area, this afternoon",Food Services,Support Request,IND-10
SYN-00385,service needed: repair air conditioner in storage area this afternoon.,Facilities,Service Request,IND-01
SYN-00386,"The beverage station issue at reception happened again, please review",Food Services,Complaint,IND-09
SYN-00387,Service needed: locate delivery cart in north wing when available.,Logistics,Service Request,IND-03
SYN-00388,Help needed to confirm menu in reception this afternoon.,Food Services,Support Request,IND-10
SYN-00389,"Inspect meeting room at level two, before noon.",Cleaning,Service Request,IND-05
SYN-00390,"The access badge issue at main office happened again, please review.",Logistics,Complaint,IND-09
SYN-00391,"The printer issue at main office happened again, pls review.",IT Support,Complaint,IND-09
SYN-00392,Service needed: locate document box in north wing this afternoon.,Logistics,Service Request,IND-03
SYN-00393,Service needed: replace tool kit in north wing when available.,Equipment,Service Request,IND-07
SYN-00394,Service needed: clean hallway in reception as soon as possible.,Cleaning,Service Request,IND-05
SYN-00395,Request to review special meal - north wing - today.,IT Support,Service Request,IND-02
SYN-00396,"Deliver document box at reception, this afternoon.",Cleaning,Service Request,IND-05
SYN-00397,Service needed: inspect elevator in level two before noon.,Facilities,Service Request,IND-01
SYN-00399,"The network issue at main office happened again, pls review.",IT Support,Complaint,IND-09
SYN-00400,"Please provide support to provide the tool kit at level two, when available.",Equipment,Support Request,IND-10
SYN-00401,Help needed to inspect lighting in level two today.,Facilities,Support Request,IND-10
SYN-00402,"Wash waste bin at north wing, as soon as possible.",Cleaning,Service Request,IND-05
SYN-00403,Request to transfer supply order - north wing - when available.,Logistics,Service Request,IND-03
SYN-00404,Complaint: recurring issue with lighting at storage area,Facilities,Complaint,IND-09
SYN-00405,"Please review the beverage station at level two, today.",Food Services,Service Request,IND-04
SYN-00406,Service needed: check air conditioner in main office before noon.,Facilities,Service Request,IND-01
SYN-00407,"Please review the menu at north wing, this afternoon.",Food Services,Service Request,IND-04
SYN-00408,Request to authorize access badge - main office - today.,Customer Support,Service Request,IND-08
SYN-00409,"the door issue at reception happened again, pls review.",Facilities,Complaint,IND-09
SYN-00410,request to deliver delivery cart - reception - today.,Logistics,Service Request,IND-03
SYN-00411,"The application issue at reception happened again, please review.",IT Support,Complaint,IND-09
SYN-00412,"repair elevator at level two, today.",Facilities,Service Request,IND-01
SYN-00414,"Please inspect the hallway at storage area, when available.",Cleaning,Service Request,IND-05
SYN-00415,"Please check the air conditioner at level two, when available.",Facilities,Service Request,IND-01
SYN-00416,"Please sanitize the hallway at main office, today.",Cleaning,Service Request,IND-05
SYN-00417,"please provide support to restore the water leak at reception, before noon",Facilities,Support Request,IND-10
SYN-00418,Help needed to schedule delivery cart in reception today.,Logistics,Support Request,IND-10
SYN-00419,Request to reset application - level two - today.,IT Support,Service Request,IND-02
SYN-00420,Request to update printer - storage area - when available,IT Support,Service Request,IND-02
SYN-00421,"adjust water leak at level two, when available.",Facilities,Support Request,IND-10
SYN-00422,Request to prepare special meal - main office - today.,Food Services,Service Request,IND-04
SYN-00423,Service needed: diagnose user account in reception when available,IT Support,Service Request,IND-02
SYN-00424,help needed to inspect projector in main office this afternoon.,Equipment,Support Request,IND-10
SYN-00425,Request to inspect portable monitor - north wing - this afternoon.,Equipment,Service Request,IND-07
SYN-00426,Request to review special meal - north wing - this afternoon.,Food Services,Service Request,IND-04
SYN-00427,Request to respond to feedback - level two - when available.,Logistics,Service Request,IND-03
SYN-00428,Service needed: connect printer in storage area as soon as possible.,IT Support,Service Request,IND-02
SYN-00429,Request to monitor access badge - main office - as soon as possible.,Security,Service Request,IND-06
SYN-00430,"Clarify complaint at north wing, when available.",Customer Support,Service Request,IND-08
SYN-00431,"The access badge issue at north wing happened again, pls review",Security,Complaint,IND-09
SYN-00432,"Please wash the window at main office, this afternoon.",Facilities,Service Request,IND-01
SYN-00433,"Please provide support to transfer the package at storage area, this afternoon",Logistics,Support Request,IND-10
SYN-00434,"please configure the application at main office, today.",IT Support,Service Request,IND-02
SYN-00435,Service needed: inspect water leak in north wing this afternoon.,Facilities,Service Request,IND-01
SYN-00436,Request to schedule package - storage area - before noon,Logistics,Service Request,IND-03
SYN-00437,Complaint: recurring issue with application at level two,IT Support,Complaint,IND-09
SYN-00438,Help needed to monitor visitor entrance in north wing as soon as possible,Security,Support Request,IND-10
SYN-00439,"Sanitize spill at reception, this afternoon.",Cleaning,Service Request,IND-05
